timestamp,path,profile,verdict,failed_count,passed_count,failed_rules,action,quarantine_path
2026-05-07T02:16:55-04:00,C:\AIprojects\openclaw_difi\CURRENT_TASK.md,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:16:55-04:00,C:\AIprojects\openclaw_difi\PROGRESS_LOG.md,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:16:55-04:00,C:\AIprojects\openclaw_difi\Review_Packets\HIGH_EFFICIENCY_BREAKTHROUGH_REPORT_20260507.md,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:16:55-04:00,C:\AIprojects\openclaw_difi\Review_Packets\OPENCLAW_GRUNT_ENGINE_DESIGN.md,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:16:55-04:00,C:\AIprojects\openclaw_difi\Review_Packets\REPORT_INDEX.md,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:35:52-04:00,C:\AIprojects\openclaw_difi\Database\.etsy_oauth_state.json,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:35:52-04:00,C:\AIprojects\openclaw_difi\Database\Account_Risk_State.json,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:35:52-04:00,C:\AIprojects\openclaw_difi\Database\acrylic_asset_audit.log,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:35:52-04:00,C:\AIprojects\openclaw_difi\Database\cleanup_20260506.log,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:35:52-04:00,C:\AIprojects\openclaw_difi\Database\Cover_Repair_Run_Log.csv,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:35:52-04:00,C:\AIprojects\openclaw_difi\Database\Digital_Etsy_Metadata.csv,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:35:52-04:00,C:\AIprojects\openclaw_difi\Database\Digital_Printable_Pack_Index.csv,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:35:52-04:00,C:\AIprojects\openclaw_difi\Database\ebay_ads_pending_2pct.csv,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:35:52-04:00,C:\AIprojects\openclaw_difi\Database\ebay_ads_standard_2pct.csv,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:35:52-04:00,C:\AIprojects\openclaw_difi\Database\eBay_Cover_QA.csv,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:35:52-04:00,C:\AIprojects\openclaw_difi\Database\eBay_Cover_QA_Manual_Review.md,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:35:52-04:00,C:\AIprojects\openclaw_difi\Database\eBay_Cover_Repair_Decisions.csv,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:35:52-04:00,C:\AIprojects\openclaw_difi\Database\eBay_Cover_Repair_Decisions.md,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:35:52-04:00,C:\AIprojects\openclaw_difi\Database\eBay_Cover_Replacement_Queue.csv,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:35:52-04:00,C:\AIprojects\openclaw_difi\Database\eBay_Cover_Replacement_Queue.md,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:35:52-04:00,C:\AIprojects\openclaw_difi\Database\eBay_Live_Cover_Fix_Plan.md,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:35:52-04:00,C:\AIprojects\openclaw_difi\Database\eBay_Metadata_Sync_Log.csv,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:35:52-04:00,C:\AIprojects\openclaw_difi\Database\eBay_Metadata_Sync_Queue.csv,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:35:52-04:00,C:\AIprojects\openclaw_difi\Database\eBay_Online_Cover_Audit.backup_schema_20260505_212716.csv,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:35:52-04:00,C:\AIprojects\openclaw_difi\Database\eBay_Online_Cover_Audit.csv,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:35:52-04:00,C:\AIprojects\openclaw_difi\Database\eBay_Online_Cover_Fix_Queue.csv,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:35:52-04:00,C:\AIprojects\openclaw_difi\Database\eBay_Profile_Update_Packet.md,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:35:52-04:00,C:\AIprojects\openclaw_difi\Database\eBay_Quiet_Jade_Pivot.csv,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:35:52-04:00,C:\AIprojects\openclaw_difi\Database\eBay_Quiet_Jade_Rollback.csv,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
2026-05-07T02:35:52-04:00,C:\AIprojects\openclaw_difi\Database\eBay_Quiet_Jade_State.json,basic,PASS,0,50,,ALLOW_REVIEW_QUEUE,
