Timestamp,ID,eBay_Item_ID,Campaign_ID,Ad_Rate,Status,Error
2026-05-06T13:36:43,Sticker-Academia-0005-FIX1,406909045760,165251921016,2.0,PENDING_OAUTH,
2026-05-06T13:47:56,Sticker-Academia-0005-FIX2,406909061109,165251921016,2.0,PENDING_OAUTH,
2026-05-06T14:13:41,Sticker-Academia-0006-FIX1,406909095974,165251921016,2.0,PENDING_OAUTH,
2026-05-06T14:15:10,Sticker-Academia-0007-FIX1,406909097469,165251921016,2.0,PENDING_OAUTH,
2026-05-06T14:16:52,Sticker-Academia-0008-FIX1,406909100892,165251921016,2.0,PENDING_OAUTH,
2026-05-06T14:29:44,Sticker-Academia-0009-FIX1,406909114799,165251921016,2.0,PENDING_OAUTH,
2026-05-06T14:31:18,Sticker-Academia-0010-FIX1,406909116716,165251921016,2.0,PENDING_OAUTH,
2026-05-06T14:32:36,Sticker-Academia-0011-FIX1,406909118000,165251921016,2.0,PENDING_OAUTH,
2026-05-06T14:35:07,Sticker-Academia-0015-FIX1,406909121336,165251921016,2.0,PENDING_OAUTH,
2026-05-06T14:36:25,Sticker-Academia-0016-FIX1,406909122790,165251921016,2.0,PENDING_OAUTH,
2026-05-06T14:37:52,Sticker-Zen-0001-FIX1,406909124585,165251921016,2.0,PENDING_OAUTH,
2026-05-06T14:39:00,Sticker-Zen-0002-FIX1,406909125700,165251921016,2.0,PENDING_OAUTH,
2026-05-06T14:40:10,Sticker-Zen-0003-FIX1,406909126789,165251921016,2.0,PENDING_OAUTH,
2026-05-06T14:41:17,Sticker-Zen-0004-FIX1,406909127704,165251921016,2.0,PENDING_OAUTH,
2026-05-06T14:54:02,Poster-Academia-0023,406909147173,165251921016,2.0,PENDING_OAUTH,
2026-05-06T14:55:16,Acrylic-Grimdark-0012,406909148324,165251921016,2.0,PENDING_OAUTH,
2026-05-06T14:56:58,Poster-Academia-0024,406909150037,165251921016,2.0,PENDING_OAUTH,
2026-05-06T14:58:46,Acrylic-Grimdark-0013,406909151733,165251921016,2.0,PENDING_OAUTH,
2026-05-06T15:00:04,Poster-Academia-0025,406909153504,165251921016,2.0,PENDING_OAUTH,
2026-05-06T15:01:45,Acrylic-Grimdark-0014,406909159060,165251921016,2.0,PENDING_OAUTH,
2026-05-06T15:03:35,Poster-Academia-0026,406909164941,165251921016,2.0,PENDING_OAUTH,
2026-05-06T15:05:15,Acrylic-Grimdark-0015,406909166683,165251921016,2.0,PENDING_OAUTH,
2026-05-06T15:41:50,Acrylic-Grimdark-0016,406909215172,165251921016,2.0,PENDING_OAUTH,
2026-05-06T15:42:54,Poster-Academia-0027,406909216787,165251921016,2.0,PENDING_OAUTH,
2026-05-06T15:44:17,Acrylic-Grimdark-0017,406909219066,165251921016,2.0,PENDING_OAUTH,
2026-05-06T15:45:57,Poster-Academia-0028,406909220927,165251921016,2.0,PENDING_OAUTH,
2026-05-06T15:47:25,Acrylic-Grimdark-0018,406909222169,165251921016,2.0,PENDING_OAUTH,
2026-05-06T15:48:38,Acrylic-Grimdark-0019,406909223875,165251921016,2.0,PENDING_OAUTH,
2026-05-06T15:50:05,Acrylic-Grimdark-0021,406909225478,165251921016,2.0,PENDING_OAUTH,
2026-05-06T15:51:38,Acrylic-Grimdark-0022,406909226531,165251921016,2.0,PENDING_OAUTH,
2026-05-06T15:53:10,Acrylic-Grimdark-0023,406909228840,165251921016,2.0,PENDING_OAUTH,
2026-05-06T15:54:20,Acrylic-Grimdark-0024,406909231370,165251921016,2.0,PENDING_OAUTH,
2026-05-06T15:55:26,Acrylic-Grimdark-0025,406909232068,165251921016,2.0,PENDING_OAUTH,
2026-05-06T15:56:35,Acrylic-Grimdark-0026,406909232951,165251921016,2.0,PENDING_OAUTH,
2026-05-06T15:57:50,Acrylic-Grimdark-0027,406909233684,165251921016,2.0,PENDING_OAUTH,
2026-05-06T15:59:15,Acrylic-Grimdark-0028,406909234435,165251921016,2.0,PENDING_OAUTH,
2026-05-06T16:00:17,Acrylic-Grimdark-0030,406909235356,165251921016,2.0,PENDING_OAUTH,
2026-05-06T16:01:55,Acrylic-Grimdark-0031,406909236640,165251921016,2.0,PENDING_OAUTH,
2026-05-06T16:03:08,Acrylic-Grimdark-0032,406909238227,165251921016,2.0,PENDING_OAUTH,
2026-05-06T16:04:37,Acrylic-Grimdark-0033,406909240724,165251921016,2.0,PENDING_OAUTH,
2026-05-06T16:05:50,Acrylic-Grimdark-0034,406909242546,165251921016,2.0,PENDING_OAUTH,
2026-05-06T16:06:58,Acrylic-Grimdark-0035,406909243824,165251921016,2.0,PENDING_OAUTH,
2026-05-06T16:08:03,Acrylic-Grimdark-0036,406909244688,165251921016,2.0,PENDING_OAUTH,
2026-05-06T16:09:43,Acrylic-Grimdark-0037,406909247161,165251921016,2.0,PENDING_OAUTH,
2026-05-06T16:23:28,Poster-Academia-0031,406909266188,165251921016,2.0,PENDING_OAUTH,
2026-05-06T16:24:38,Poster-Academia-0032,406909268494,165251921016,2.0,PENDING_OAUTH,
2026-05-06T16:25:38,Poster-Academia-0033,406909269321,165251921016,2.0,PENDING_OAUTH,
2026-05-06T17:16:47,Sticker-Zen-0007-FIX1,406909344491,165251921016,2.0,PENDING_OAUTH,
2026-05-06T17:18:02,Sticker-Zen-0008-FIX1,406909345291,165251921016,2.0,PENDING_OAUTH,
2026-05-06T17:22:22,Sticker-Zen-0024-FIX1,406909355853,165251921016,2.0,PENDING_OAUTH,
2026-05-06T17:23:42,Sticker-Zen-0025-FIX1,406909359949,165251921016,2.0,PENDING_OAUTH,
2026-05-06T17:24:56,Sticker-Zen-0027-FIX1,406909364977,165251921016,2.0,PENDING_OAUTH,
2026-05-06T17:26:18,Sticker-Zen-0041-FIX1,406909368739,165251921016,2.0,PENDING_OAUTH,
2026-05-06T18:30:44,Poster-Academia-0035,406909471020,165251921016,2.0,PENDING_OAUTH,
2026-05-06T18:31:52,Poster-Academia-0036,406909472775,165251921016,2.0,PENDING_OAUTH,
2026-05-06T18:32:59,Poster-Academia-0037,406909473606,165251921016,2.0,PENDING_OAUTH,
2026-05-06T18:34:39,Poster-Academia-0034,406909467980,165251921016,2.0,PENDING_OAUTH,
2026-05-06T23:07:16,Sticker-Zen-0044-FIX1,406909884756,165251921016,2.0,PENDING_OAUTH,
2026-05-06T23:14:49,Sticker-Zen-0045-FIX1,406909890800,165251921016,2.0,PENDING_OAUTH,
2026-05-06T23:15:57,Sticker-Zen-0046-FIX1,406909891985,165251921016,2.0,PENDING_OAUTH,
2026-05-06T23:17:07,Sticker-Zen-0049-FIX1,406909893702,165251921016,2.0,PENDING_OAUTH,
2026-05-06T23:27:44,Sticker-Zen-0050-FIX1,406909904704,165251921016,2.0,PENDING_OAUTH,
2026-05-06T23:28:48,Sticker-Zen-0051-FIX1,406909905683,165251921016,2.0,PENDING_OAUTH,
2026-05-06T23:30:01,Sticker-Zen-0052-FIX1,406909906686,165251921016,2.0,PENDING_OAUTH,
2026-05-06T23:31:03,Sticker-Zen-0053-FIX1,406909907111,165251921016,2.0,PENDING_OAUTH,
2026-05-06T23:32:09,Sticker-Zen-0054-FIX1,406909907742,165251921016,2.0,PENDING_OAUTH,
