Timestamp,Action,ID,eBay_Item_ID,Campaign_ID,HTTP_Status,Result,Error
2026-05-04T14:31:32,DRY_RUN_ADD_AD,Sticker-Academia-0004,406892408950,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:31:32,DRY_RUN_ADD_AD,Sticker-Academia-0005,406892409123,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:31:32,DRY_RUN_ADD_AD,Sticker-Academia-0006,406892409348,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:31:32,DRY_RUN_ADD_AD,Sticker-Academia-0007,406892409645,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:31:32,DRY_RUN_ADD_AD,Sticker-Academia-0008,406892409836,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:31:32,DRY_RUN_ADD_AD,Sticker-Academia-0009,406892410017,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:31:32,DRY_RUN_ADD_AD,Sticker-Academia-0010,406892410190,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:31:32,DRY_RUN_ADD_AD,Sticker-Academia-0011,406892410307,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:31:32,DRY_RUN_ADD_AD,Sticker-Academia-0014,406892410440,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:31:32,DRY_RUN_ADD_AD,Sticker-Academia-0015,406892411034,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:31:32,DRY_RUN_ADD_AD,Sticker-Academia-0016,406892411436,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:31:32,DRY_RUN_ADD_AD,Sticker-Zen-0001,406892411931,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:31:32,DRY_RUN_ADD_AD,Sticker-Zen-0002,406892412365,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:31:32,DRY_RUN_ADD_AD,Sticker-Zen-0003,406892412612,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:31:32,DRY_RUN_ADD_AD,Sticker-Zen-0004,406892412789,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:31:32,DRY_RUN_ADD_AD,Sticker-Zen-0005,406892413076,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:31:32,DRY_RUN_ADD_AD,Sticker-Zen-0007,406892413333,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:31:32,DRY_RUN_ADD_AD,Sticker-Zen-0008,406892413714,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:31:32,DRY_RUN_ADD_AD,Sticker-Zen-0009,406892413966,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:31:32,DRY_RUN_ADD_AD,Sticker-Zen-0010,406892414116,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:32:56,DRY_RUN_ADD_AD,Sticker-Academia-0004,406892408950,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:32:56,DRY_RUN_ADD_AD,Sticker-Academia-0005,406892409123,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:32:56,DRY_RUN_ADD_AD,Sticker-Academia-0006,406892409348,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:32:56,DRY_RUN_ADD_AD,Sticker-Academia-0007,406892409645,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:32:56,DRY_RUN_ADD_AD,Sticker-Academia-0008,406892409836,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:32:56,DRY_RUN_ADD_AD,Sticker-Academia-0009,406892410017,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:32:56,DRY_RUN_ADD_AD,Sticker-Academia-0010,406892410190,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:32:56,DRY_RUN_ADD_AD,Sticker-Academia-0011,406892410307,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:32:56,DRY_RUN_ADD_AD,Sticker-Academia-0014,406892410440,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:32:56,DRY_RUN_ADD_AD,Sticker-Academia-0015,406892411034,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:32:56,DRY_RUN_ADD_AD,Sticker-Academia-0016,406892411436,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:32:56,DRY_RUN_ADD_AD,Sticker-Zen-0001,406892411931,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:32:56,DRY_RUN_ADD_AD,Sticker-Zen-0002,406892412365,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:32:56,DRY_RUN_ADD_AD,Sticker-Zen-0003,406892412612,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:32:56,DRY_RUN_ADD_AD,Sticker-Zen-0004,406892412789,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:32:56,DRY_RUN_ADD_AD,Sticker-Zen-0005,406892413076,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:32:56,DRY_RUN_ADD_AD,Sticker-Zen-0007,406892413333,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:32:56,DRY_RUN_ADD_AD,Sticker-Zen-0008,406892413714,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:32:56,DRY_RUN_ADD_AD,Sticker-Zen-0009,406892413966,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:32:56,DRY_RUN_ADD_AD,Sticker-Zen-0010,406892414116,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
2026-05-04T14:32:56,DRY_RUN_ADD_AD,Sticker-Zen-0022,406892414235,Fixed_2_Percent_Strategy,,Would add listing at fixed bidPercentage=2.0,
