Timestamp,ID,Batch_ID,Action,Execute,Reason
2026-05-07T02:59:41-04:00,Poster-Zen-0002,ETSY-DIGITAL-20260506-210621,RELEASE_RESERVED_NOT_SPENT,False,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:41-04:00,Poster-Zen-0004,ETSY-DIGITAL-20260506-210621,RELEASE_RESERVED_NOT_SPENT,False,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:41-04:00,Poster-Zen-0005,ETSY-DIGITAL-20260506-210621,RELEASE_RESERVED_NOT_SPENT,False,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:41-04:00,Poster-Academia-0005,ETSY-DIGITAL-20260506-210621,RELEASE_RESERVED_NOT_SPENT,False,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:41-04:00,Poster-Academia-0006,ETSY-DIGITAL-20260506-210621,RELEASE_RESERVED_NOT_SPENT,False,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:41-04:00,Poster-Academia-0008,ETSY-DIGITAL-20260506-210621,RELEASE_RESERVED_NOT_SPENT,False,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:41-04:00,Poster-Academia-0009,ETSY-DIGITAL-20260506-210621,RELEASE_RESERVED_NOT_SPENT,False,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:41-04:00,Poster-Academia-0010,ETSY-DIGITAL-20260506-210621,RELEASE_RESERVED_NOT_SPENT,False,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:41-04:00,Poster-Academia-0011,ETSY-DIGITAL-20260506-210621,RELEASE_RESERVED_NOT_SPENT,False,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:41-04:00,Poster-Academia-0013,ETSY-DIGITAL-20260506-210621,RELEASE_RESERVED_NOT_SPENT,False,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:41-04:00,Poster-Academia-0014,ETSY-DIGITAL-20260506-210652,RELEASE_RESERVED_NOT_SPENT,False,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:41-04:00,Poster-Academia-0017,ETSY-DIGITAL-20260506-210652,RELEASE_RESERVED_NOT_SPENT,False,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:41-04:00,Poster-Academia-0019,ETSY-DIGITAL-20260506-210652,RELEASE_RESERVED_NOT_SPENT,False,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:41-04:00,Poster-Academia-0020,ETSY-DIGITAL-20260506-210652,RELEASE_RESERVED_NOT_SPENT,False,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:41-04:00,Poster-Academia-0022,ETSY-DIGITAL-20260506-210652,RELEASE_RESERVED_NOT_SPENT,False,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:41-04:00,Poster-Academia-0023,ETSY-DIGITAL-20260506-210652,RELEASE_RESERVED_NOT_SPENT,False,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:41-04:00,Poster-Academia-0024,ETSY-DIGITAL-20260506-210652,RELEASE_RESERVED_NOT_SPENT,False,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:41-04:00,Poster-Academia-0025,ETSY-DIGITAL-20260506-210652,RELEASE_RESERVED_NOT_SPENT,False,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:41-04:00,Poster-Academia-0026,ETSY-DIGITAL-20260506-210652,RELEASE_RESERVED_NOT_SPENT,False,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:41-04:00,Poster-Academia-0027,ETSY-DIGITAL-20260506-210652,RELEASE_RESERVED_NOT_SPENT,False,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:42-04:00,Poster-Zen-0002,ETSY-DIGITAL-20260506-210621,RELEASE_RESERVED_NOT_SPENT,True,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:42-04:00,Poster-Zen-0004,ETSY-DIGITAL-20260506-210621,RELEASE_RESERVED_NOT_SPENT,True,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:42-04:00,Poster-Zen-0005,ETSY-DIGITAL-20260506-210621,RELEASE_RESERVED_NOT_SPENT,True,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:42-04:00,Poster-Academia-0005,ETSY-DIGITAL-20260506-210621,RELEASE_RESERVED_NOT_SPENT,True,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:42-04:00,Poster-Academia-0006,ETSY-DIGITAL-20260506-210621,RELEASE_RESERVED_NOT_SPENT,True,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:42-04:00,Poster-Academia-0008,ETSY-DIGITAL-20260506-210621,RELEASE_RESERVED_NOT_SPENT,True,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:42-04:00,Poster-Academia-0009,ETSY-DIGITAL-20260506-210621,RELEASE_RESERVED_NOT_SPENT,True,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:42-04:00,Poster-Academia-0010,ETSY-DIGITAL-20260506-210621,RELEASE_RESERVED_NOT_SPENT,True,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:42-04:00,Poster-Academia-0011,ETSY-DIGITAL-20260506-210621,RELEASE_RESERVED_NOT_SPENT,True,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:42-04:00,Poster-Academia-0013,ETSY-DIGITAL-20260506-210621,RELEASE_RESERVED_NOT_SPENT,True,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:42-04:00,Poster-Academia-0014,ETSY-DIGITAL-20260506-210652,RELEASE_RESERVED_NOT_SPENT,True,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:42-04:00,Poster-Academia-0017,ETSY-DIGITAL-20260506-210652,RELEASE_RESERVED_NOT_SPENT,True,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:42-04:00,Poster-Academia-0019,ETSY-DIGITAL-20260506-210652,RELEASE_RESERVED_NOT_SPENT,True,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:42-04:00,Poster-Academia-0020,ETSY-DIGITAL-20260506-210652,RELEASE_RESERVED_NOT_SPENT,True,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:42-04:00,Poster-Academia-0022,ETSY-DIGITAL-20260506-210652,RELEASE_RESERVED_NOT_SPENT,True,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:42-04:00,Poster-Academia-0023,ETSY-DIGITAL-20260506-210652,RELEASE_RESERVED_NOT_SPENT,True,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:42-04:00,Poster-Academia-0024,ETSY-DIGITAL-20260506-210652,RELEASE_RESERVED_NOT_SPENT,True,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:42-04:00,Poster-Academia-0025,ETSY-DIGITAL-20260506-210652,RELEASE_RESERVED_NOT_SPENT,True,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:42-04:00,Poster-Academia-0026,ETSY-DIGITAL-20260506-210652,RELEASE_RESERVED_NOT_SPENT,True,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
2026-05-07T02:59:42-04:00,Poster-Academia-0027,ETSY-DIGITAL-20260506-210652,RELEASE_RESERVED_NOT_SPENT,True,No Etsy listing id and confirmed spent is 0.00; old auth-block reservation should not occupy the fee pool.
