Timestamp,ID,Product_Type,Printify_Product_ID,eBay_Item_ID,HTTP_Get,HTTP_Update,HTTP_Publish,Result,Error
2026-05-07 00:46:56 -0400,Poster-Academia-0002,Poster,69f2906f7f1017d51b0d5f76,406902600741,200,200,200,OK,
2026-05-07 00:47:03 -0400,Poster-Academia-0003,Poster,69f29152357398ded80f8178,406902616799,200,200,200,OK,
2026-05-07 00:47:11 -0400,Poster-Academia-0005,Poster,69f847b45da263f75f04cdbd,406903038850,200,200,200,OK,
2026-05-07 00:47:18 -0400,Poster-Academia-0006,Poster,69f84864feed9979d10cd5ba,406903042690,200,200,200,OK,
2026-05-07 00:47:23 -0400,Poster-Academia-0008,Poster,69f84b3d5da263f75f04d1f7,406903046097,200,200,200,OK,
2026-05-07 00:47:31 -0400,Poster-Academia-0009,Poster,69f8547125819cdf3d05522b,406903209258,200,200,200,OK,
2026-05-07 00:47:39 -0400,Poster-Academia-0010,Poster,69f854ed09f3b7302401ed2e,406903249496,200,200,200,OK,
2026-05-07 00:47:47 -0400,Poster-Academia-0011,Poster,69f850b425819cdf3d054e10,406903250376,200,200,200,OK,
2026-05-07 00:47:53 -0400,Poster-Academia-0013,Poster,69f855abffbc831dea0847c8,406903251282,200,200,200,OK,
2026-05-07 00:47:59 -0400,Poster-Academia-0083,Poster,69f2a1b8a7777da197101a96,406902669660,200,200,200,OK,
2026-05-07 00:48:05 -0400,Poster-Academia-0084,Poster,69f2a2aacaeb1241880b9f6b,406902691983,200,200,200,OK,
2026-05-07 00:48:14 -0400,Poster-Academia-0091,Poster,69f2b7ada7777da1971028d7,406902887127,200,200,200,OK,
2026-05-07 00:48:21 -0400,Poster-Zen-0001,Poster,69f2dc76cd8d046051041f06,406902890971,200,200,200,OK,
2026-05-07 00:48:27 -0400,Poster-Zen-0002,Poster,69f2cf675f78c14a7b0a894c,406902897663,200,200,200,OK,
2026-05-07 00:48:33 -0400,Poster-Zen-0004,Poster,69f2dddb9577aaffd506bc32,406903026999,200,200,200,OK,
2026-05-07 00:48:39 -0400,Poster-Zen-0005,Poster,69f2db1a3c6616b960034a37,406903033377,200,200,200,OK,
2026-05-07 00:48:48 -0400,Acrylic-Academia-0003,Acrylic,69f2b9c3caeb1241880bae85,406902703464,200,200,200,OK,
2026-05-07 00:48:54 -0400,Acrylic-Academia-0005,Acrylic,69f80ad2d3b9dc73b1051dbd,406903039716,200,200,200,OK,
2026-05-07 00:48:59 -0400,Acrylic-Grimdark-0001,Acrylic,69f82b8aa1a4c45aad055063,406903249745,200,200,200,OK,
2026-05-07 00:49:04 -0400,Acrylic-Grimdark-0004,Acrylic,69f82c8609f3b7302401cacf,406903250705,200,200,200,OK,
2026-05-07 00:49:12 -0400,Acrylic-Grimdark-0005,Acrylic,69f8388b25819cdf3d0538bc,406903251829,200,200,200,OK,
2026-05-07 00:49:18 -0400,Acrylic-Grimdark-0081,Acrylic,69f299c1a3119247600cbe18,406902606976,200,200,200,OK,
