Timestamp,ID,Printify_Product_ID,eBay_Item_ID,HTTP,Title_Match,Enabled_Price_Cents,Expected_Price_Cents,External_ID,Result,Error
2026-05-07T00:52:35,Poster-Academia-0002,69f2906f7f1017d51b0d5f76,406902600741,200,True,3499,3499,406902600741,OK,
2026-05-07T00:52:36,Poster-Academia-0003,69f29152357398ded80f8178,406902616799,200,True,3499,3499,406902616799,OK,
2026-05-07T00:52:37,Poster-Academia-0005,69f847b45da263f75f04cdbd,406903038850,200,True,3499,3499,406903038850,OK,
2026-05-07T00:52:38,Poster-Academia-0006,69f84864feed9979d10cd5ba,406903042690,200,True,3499,3499,406903042690,OK,
2026-05-07T00:52:38,Poster-Academia-0008,69f84b3d5da263f75f04d1f7,406903046097,200,True,3499,3499,406903046097,OK,
2026-05-07T00:52:39,Poster-Academia-0009,69f8547125819cdf3d05522b,406903209258,200,True,3499,3499,406903209258,OK,
2026-05-07T00:52:40,Poster-Academia-0010,69f854ed09f3b7302401ed2e,406903249496,200,True,3499,3499,406903249496,OK,
2026-05-07T00:52:41,Poster-Academia-0011,69f850b425819cdf3d054e10,406903250376,200,True,3499,3499,406903250376,OK,
2026-05-07T00:52:42,Poster-Academia-0013,69f855abffbc831dea0847c8,406903251282,200,True,3499,3499,406903251282,OK,
2026-05-07T00:52:43,Poster-Academia-0083,69f2a1b8a7777da197101a96,406902669660,200,True,3499,3499,406902669660,OK,
2026-05-07T00:52:44,Poster-Academia-0084,69f2a2aacaeb1241880b9f6b,406902691983,200,True,3499,3499,406902691983,OK,
2026-05-07T00:52:45,Poster-Academia-0091,69f2b7ada7777da1971028d7,406902887127,200,True,3499,3499,406902887127,OK,
2026-05-07T00:52:46,Poster-Zen-0001,69f2dc76cd8d046051041f06,406902890971,200,True,3499,3499,406902890971,OK,
2026-05-07T00:52:47,Poster-Zen-0002,69f2cf675f78c14a7b0a894c,406902897663,200,True,3499,3499,406902897663,OK,
2026-05-07T00:52:48,Poster-Zen-0004,69f2dddb9577aaffd506bc32,406903026999,200,True,3499,3499,406903026999,OK,
2026-05-07T00:52:49,Poster-Zen-0005,69f2db1a3c6616b960034a37,406903033377,200,True,3499,3499,406903033377,OK,
2026-05-07T00:52:49,Acrylic-Academia-0003,69f2b9c3caeb1241880bae85,406902703464,200,True,8999,8999,406902703464,OK,
