Timestamp,ID,Group,Old_Title,Old_Description,New_Title,New_Description,Action
2026-05-05 18:22:20 ,Sticker-Academia-0004,A_TITLE_INTENT_REWRITE,Vintage Academia Mechanical Raven Familiar 4pc 6x6 Sticker Sheet Literary Cozy,"<h2>Mechanical Raven Familiar - Kiss-Cut Sticker</h2><p>A polished Academia aesthetic piece for writers, learners, library lovers, and collectors of moody scholarly decor. Built for readers and collectors, this Mechanical Raven Familiar kiss-cut sticker blends literary atmosphere with vintage study-room style.</p><p>The design works well across journal spreads, library shelves, dorm rooms, studio desks, and cozy personal collections, while the title, material notes, and DNA profile stay specific for easy comparison.</p><ul><li><strong>Includes:</strong> One 6x6 kiss-cut sheet with 4 individual sticker designs.</li><li><strong>Material:</strong> Durable kiss-cut vinyl sticker sheet with waterproof finish.</li><li><strong>Size:</strong> 6x6 kiss-cut sheet with four coordinated designs.</li><li><strong>Style:</strong> Academia Mentor-Grade; Academia aesthetic.</li><li><strong>DNA Profile:</strong> A clockwork raven with spread wings made of Corroded Iron feathers, cracked glass eye lenses, Kintsugi gold joint repairs, toxic jade bioluminescent core visible through ribcage, perched pose, dark academia aesthetic, dramatic side lighting with green glow emanating from chest, , , , , , person, text, watermark</li><li><strong>Best For:</strong> writers, learners, library lovers, and collectors of moody scholarly decor.</li></ul><p><strong>SEO Keywords:</strong> mechanical raven, clockwork bird, corroded iron familiar, kintsugi repairs, toxic jade core, dark academia creature, steampunk raven, bioluminescent bird, gothic clockwork, mentor-grade design</p><p><strong>Image Note:</strong> The main image shows the actual product customers receive. Additional images are bonus concept/detail reference images and do not represent extra products or selectable variations.</p><p>Saved under the reference SKU below for easy collector matching.</p><p><small>Reference SKU: Sticker-Academia-0004</small></p>",4pc Kiss-Cut Sticker Set Mechanical Raven Familiar Laptop Journal Bottle Dark,"4pc Kiss-Cut Sticker Set Mechanical Raven Familiar Laptop Journal Bottle Dark

A 4-piece 6x6 kiss-cut vinyl sticker set made for laptops, journals, planners, water bottles, scrapbooks, study corners, and small gift bundles.

Design style: Dark Academia relic art with a premium illustrated look, made for buyers who want a more atmospheric sticker set than generic decals.

What you receive: one physical 4-piece sticker set. The main product image shows the actual set layout customers receive. Additional gallery images are close-up/detail previews of the artwork and are not extra products or separate variations.

Production note: this item is produced on demand by a professional print partner and ships as a finished physical sticker product.

Original listing note: <h2>Mechanical Raven Familiar - Kiss-Cut Sticker</h2><p>A polished Academia aesthetic piece for writers, learners, library lovers, and collectors of moody scholarly decor. Built for readers and collectors, this Mechanical Raven Familiar kiss-cut sticker blends literary atmosphere with vintage study-room style.</p><p>The design works well across journal spreads, library shelves, dorm rooms, studio desks, and cozy personal collections, while the title, material notes, and DNA profile stay specific",LOCAL_TITLE_DESCRIPTION_UPDATED
2026-05-05 18:22:20 ,Sticker-Academia-0005,A_TITLE_INTENT_REWRITE,Forbidden Grimoire Lock 4pc 6x6 Kiss-Cut Sticker Dark Academia Laptop Journal,"<h2>Forbidden Grimoire Lock Kiss-Cut Sticker</h2><p>Embrace the dark academia aesthetic with this vintage-inspired Forbidden Grimoire Lock kiss-cut sticker.</p><p>Designed for study rooms, creative workspaces, shelves, gallery walls, and collectible aesthetic decor, this sticker blends niche aesthetic appeal with collectible mentor-grade artwork.</p><ul><li><strong>Includes:</strong> One 6x6 kiss-cut sheet with 4 individual sticker designs.</li><li><strong>Material:</strong> Durable kiss-cut vinyl sticker sheet with waterproof finish.</li><li><strong>Size:</strong> 6x6 kiss-cut sheet with four coordinated designs.</li><li><strong>Style:</strong> Academia Mentor-Grade; Academia aesthetic.</li><li><strong>DNA Profile:</strong> An ornate book clasp and lock mechanism made of Corroded Iron with intricate gears, cracked glass viewing window, Kintsugi gold decorative inlay, toxic jade bioluminescent runes glowing beneath surface, dark academia aesthetic, dramatic side lighting with green mystical glow, , , , , , person, text, watermark</li><li><strong>Best For:</strong> students, book lovers, writers, introverts, and dark academia collectors.</li></ul><p><strong>SEO Keywords:</strong> grimoire lock, book clasp mechanism, corroded iron hardware, kintsugi gold inlay, toxic jade runes, dark academia library, mystical book lock, bioluminescent symbols, antique mechanism, scholarly artifact</p><p><strong>Image Note:</strong> The main image shows the actual product customers receive. Additional images are bonus concept/detail reference images and do not represent extra products or selectable variations.</p><p>Complete the collection with matching Alchemy pieces.</p><p><small>Reference SKU: Sticker-Academia-0005</small></p>",4pc Vinyl Sticker Set Forbidden Grimoire Lock Laptop Bottle Journal Dark,"4pc Vinyl Sticker Set Forbidden Grimoire Lock Laptop Bottle Journal Dark

A 4-piece 6x6 kiss-cut vinyl sticker set made for laptops, journals, planners, water bottles, scrapbooks, study corners, and small gift bundles.

Design style: Dark Academia relic art with a premium illustrated look, made for buyers who want a more atmospheric sticker set than generic decals.

What you receive: one physical 4-piece sticker set. The main product image shows the actual set layout customers receive. Additional gallery images are close-up/detail previews of the artwork and are not extra products or separate variations.

Production note: this item is produced on demand by a professional print partner and ships as a finished physical sticker product.

Original listing note: <h2>Forbidden Grimoire Lock Kiss-Cut Sticker</h2><p>Embrace the dark academia aesthetic with this vintage-inspired Forbidden Grimoire Lock kiss-cut sticker.</p><p>Designed for study rooms, creative workspaces, shelves, gallery walls, and collectible aesthetic decor, this sticker blends niche aesthetic appeal with collectible mentor-grade artwork.</p><ul><li><strong>Includes:</strong> One 6x6 kiss-cut sheet with 4 individual sticker designs.</li><li><strong>Material:</strong> Durable kiss-cut vin",LOCAL_TITLE_DESCRIPTION_UPDATED
2026-05-05 18:22:20 ,Sticker-Academia-0006,A_TITLE_INTENT_REWRITE,Botanical Terrarium Lantern 4pc 6x6 Kiss-Cut Sticker Dark Academia Laptop Vinyl,"<h2>Botanical Terrarium Lantern Kiss-Cut Sticker</h2><p>Embrace the dark academia aesthetic with this vintage-inspired Botanical Terrarium Lantern kiss-cut sticker.</p><p>Designed for study rooms, creative workspaces, shelves, gallery walls, and collectible aesthetic decor, this sticker blends niche aesthetic appeal with collectible mentor-grade artwork.</p><ul><li><strong>Includes:</strong> One 6x6 kiss-cut sheet with 4 individual sticker designs.</li><li><strong>Material:</strong> Durable kiss-cut vinyl sticker sheet with waterproof finish.</li><li><strong>Size:</strong> 6x6 kiss-cut sheet with four coordinated designs.</li><li><strong>Style:</strong> Academia Mentor-Grade; Academia aesthetic.</li><li><strong>DNA Profile:</strong> A hanging terrarium lantern with geometric panels made of Corroded Iron framework, cracked glass panes, Kintsugi gold repair lines, toxic jade bioluminescent moss and crystalline plants inside, dark academia aesthetic, dramatic side lighting with internal green glow, , , , , , person, text, watermark</li><li><strong>Best For:</strong> students, book lovers, writers, introverts, and dark academia collectors.</li></ul><p><strong>SEO Keywords:</strong> terrarium lantern, botanical glass case, corroded iron frame, kintsugi repairs, toxic jade moss, dark academia botany, bioluminescent plants, vintage terrarium, hanging lantern, premium sticker</p><p><strong>Image Note:</strong> The main image shows the actual product customers receive. Additional images are bonus concept/detail reference images and do not represent extra products or selectable variations.</p><p>Complete the collection with matching Alchemy pieces.</p><p><small>Reference SKU: Sticker-Academia-0006</small></p>",4pc Sticker Set Botanical Terrarium Lantern Vinyl Decals Laptop Bottle Dark,"4pc Sticker Set Botanical Terrarium Lantern Vinyl Decals Laptop Bottle Dark

A 4-piece 6x6 kiss-cut vinyl sticker set made for laptops, journals, planners, water bottles, scrapbooks, study corners, and small gift bundles.

Design style: Dark Academia relic art with a premium illustrated look, made for buyers who want a more atmospheric sticker set than generic decals.

What you receive: one physical 4-piece sticker set. The main product image shows the actual set layout customers receive. Additional gallery images are close-up/detail previews of the artwork and are not extra products or separate variations.

Production note: this item is produced on demand by a professional print partner and ships as a finished physical sticker product.

Original listing note: <h2>Botanical Terrarium Lantern Kiss-Cut Sticker</h2><p>Embrace the dark academia aesthetic with this vintage-inspired Botanical Terrarium Lantern kiss-cut sticker.</p><p>Designed for study rooms, creative workspaces, shelves, gallery walls, and collectible aesthetic decor, this sticker blends niche aesthetic appeal with collectible mentor-grade artwork.</p><ul><li><strong>Includes:</strong> One 6x6 kiss-cut sheet with 4 individual sticker designs.</li><li><strong>Material:</strong> Durable kiss",LOCAL_TITLE_DESCRIPTION_UPDATED
2026-05-05 18:22:20 ,Sticker-Academia-0007,A_TITLE_INTENT_REWRITE,Astrolabe Navigation Instrument Vintage Academia 4pc 6x6 Kiss-Cut Vinyl Desk,"<h2>Astrolabe Navigation Instrument - Kiss-Cut Sticker</h2><p>A polished Academia aesthetic piece for writers, learners, library lovers, and collectors of moody scholarly decor. Built for readers and collectors, this Astrolabe Navigation Instrument kiss-cut sticker blends literary atmosphere with vintage study-room style.</p><p>The design works well across journal spreads, library shelves, dorm rooms, studio desks, and cozy personal collections, while the title, material notes, and DNA profile stay specific for easy comparison.</p><ul><li><strong>Includes:</strong> One 6x6 kiss-cut sheet with 4 individual sticker designs.</li><li><strong>Material:</strong> Durable kiss-cut vinyl sticker sheet with waterproof finish.</li><li><strong>Size:</strong> 6x6 kiss-cut sheet with four coordinated designs.</li><li><strong>Style:</strong> Academia Mentor-Grade; Academia aesthetic.</li><li><strong>DNA Profile:</strong> An antique astrolabe with rotating rings made of Corroded Iron, cracked glass measurement face, Kintsugi gold degree markings, toxic jade bioluminescent pointer and constellation markers, dark academia aesthetic, dramatic side lighting with green luminous details, , , , , , person, text, watermark</li><li><strong>Best For:</strong> writers, learners, library lovers, and collectors of moody scholarly decor.</li></ul><p><strong>SEO Keywords:</strong> astrolabe instrument, navigation tool, corroded iron rings, kintsugi gold markings, toxic jade pointer, dark academia astronomy, vintage navigation, bioluminescent constellations, scientific artifact, collectible design</p><p><strong>Image Note:</strong> The main image shows the actual product customers receive. Additional images are bonus concept/detail reference images and do not represent extra products or selectable variations.</p><p>Saved under the reference SKU below for easy collector matching.</p><p><small>Reference SKU: Sticker-Academia-0007</small></p>",4pc Kiss-Cut Sticker Set Astrolabe Navigation Instrument Laptop Journal Bottle,"4pc Kiss-Cut Sticker Set Astrolabe Navigation Instrument Laptop Journal Bottle

A 4-piece 6x6 kiss-cut vinyl sticker set made for laptops, journals, planners, water bottles, scrapbooks, study corners, and small gift bundles.

Design style: Dark Academia relic art with a premium illustrated look, made for buyers who want a more atmospheric sticker set than generic decals.

What you receive: one physical 4-piece sticker set. The main product image shows the actual set layout customers receive. Additional gallery images are close-up/detail previews of the artwork and are not extra products or separate variations.

Production note: this item is produced on demand by a professional print partner and ships as a finished physical sticker product.

Original listing note: <h2>Astrolabe Navigation Instrument - Kiss-Cut Sticker</h2><p>A polished Academia aesthetic piece for writers, learners, library lovers, and collectors of moody scholarly decor. Built for readers and collectors, this Astrolabe Navigation Instrument kiss-cut sticker blends literary atmosphere with vintage study-room style.</p><p>The design works well across journal spreads, library shelves, dorm rooms, studio desks, and cozy personal collections, while the title, material notes, and DNA profile s",LOCAL_TITLE_DESCRIPTION_UPDATED
2026-05-05 18:22:20 ,Sticker-Academia-0008,A_TITLE_INTENT_REWRITE,Ritual Incense Censer Gothic Academia 4pc 6x6 Vinyl Sticker Reader Writer Decor,"<h2>Ritual Incense Censer | Kiss-Cut Sticker</h2><p>Give your study space a scholarly, moody accent with this Ritual Incense Censer kiss-cut sticker. The artwork is built around a focused visual DNA profile, so each piece feels like part of a coherent small-batch collection.</p><p>Use it for laptops, notebooks, reading corners, desk setups, gallery shelves, and gift bundles. The composition favors readable detail, strong mood, and giftable niche appeal without generic mass-market styling.</p><ul><li><strong>Includes:</strong> One 6x6 kiss-cut sheet with 4 individual sticker designs.</li><li><strong>Material:</strong> Durable kiss-cut vinyl sticker sheet with waterproof finish.</li><li><strong>Size:</strong> 6x6 kiss-cut sheet with four coordinated designs.</li><li><strong>Style:</strong> Academia Mentor-Grade; Academia aesthetic.</li><li><strong>DNA Profile:</strong> A ceremonial hanging censer with chain suspension made of Corroded Iron filigree, cracked glass viewing ports, Kintsugi gold decorative patterns, toxic jade bioluminescent smoke wisps emerging from openings, dark academia aesthetic, dramatic side lighting with green glowing vapors, , , , , , person, text, watermark</li><li><strong>Best For:</strong> readers, literature fans, journal keepers, study desk decorators, and thoughtful gift buyers.</li></ul><p><strong>SEO Keywords:</strong> ritual censer, incense burner, corroded iron filigree, kintsugi glass ports, toxic jade smoke, dark academia ritual, ceremonial artifact, bioluminescent vapor, hanging censer, mystical object</p><p><strong>Image Note:</strong> The main image shows the actual product customers receive. Additional images are bonus concept/detail reference images and do not represent extra products or selectable variations.</p><p>Pair it with related OpenClaw pieces for a coordinated collection.</p><p><small>Reference SKU: Sticker-Academia-0008</small></p>",4pc Vinyl Sticker Set Ritual Incense Censer Gothic Academia Laptop Bottle,"4pc Vinyl Sticker Set Ritual Incense Censer Gothic Academia Laptop Bottle

A 4-piece 6x6 kiss-cut vinyl sticker set made for laptops, journals, planners, water bottles, scrapbooks, study corners, and small gift bundles.

Design style: Dark Academia relic art with a premium illustrated look, made for buyers who want a more atmospheric sticker set than generic decals.

What you receive: one physical 4-piece sticker set. The main product image shows the actual set layout customers receive. Additional gallery images are close-up/detail previews of the artwork and are not extra products or separate variations.

Production note: this item is produced on demand by a professional print partner and ships as a finished physical sticker product.

Original listing note: <h2>Ritual Incense Censer | Kiss-Cut Sticker</h2><p>Give your study space a scholarly, moody accent with this Ritual Incense Censer kiss-cut sticker. The artwork is built around a focused visual DNA profile, so each piece feels like part of a coherent small-batch collection.</p><p>Use it for laptops, notebooks, reading corners, desk setups, gallery shelves, and gift bundles. The composition favors readable detail, strong mood, and giftable niche appeal without generic mass-market styling.</p><ul",LOCAL_TITLE_DESCRIPTION_UPDATED
2026-05-05 18:22:20 ,Sticker-Academia-0009,A_TITLE_INTENT_REWRITE,Gothic Academia Cathedral Fragment 4pc 6x6 Vinyl Sticker Laptop Journal Gift,"<h2>Gothic Cathedral Fragment | Kiss-Cut Sticker</h2><p>Give your study space a scholarly, moody accent with this Gothic Cathedral Fragment kiss-cut sticker. The artwork is built around a focused visual DNA profile, so each piece feels like part of a coherent small-batch collection.</p><p>Use it for laptops, notebooks, reading corners, desk setups, gallery shelves, and gift bundles. The composition favors readable detail, strong mood, and giftable niche appeal without generic mass-market styling.</p><ul><li><strong>Includes:</strong> One 6x6 kiss-cut sheet with 4 individual sticker designs.</li><li><strong>Material:</strong> Durable kiss-cut vinyl sticker sheet with waterproof finish.</li><li><strong>Size:</strong> 6x6 kiss-cut sheet with four coordinated designs.</li><li><strong>Style:</strong> Academia Mentor-Grade; Academia aesthetic.</li><li><strong>DNA Profile:</strong> A miniature gothic cathedral window arch made of Corroded Iron tracery, cracked glass stained panels, Kintsugi gold leading repairs, toxic jade bioluminescent light filtering through, architectural relic, dark academia aesthetic, dramatic side lighting with green sacred glow, , , , , , person, text, watermark</li><li><strong>Best For:</strong> readers, literature fans, journal keepers, study desk decorators, and thoughtful gift buyers.</li></ul><p><strong>SEO Keywords:</strong> cathedral window, gothic architecture, corroded iron tracery, kintsugi stained glass, toxic jade light, dark academia relic, architectural fragment, bioluminescent window, sacred geometry, premium artifact</p><p><strong>Image Note:</strong> The main image shows the actual product customers receive. Additional images are bonus concept/detail reference images and do not represent extra products or selectable variations.</p><p>Pair it with related OpenClaw pieces for a coordinated collection.</p><p><small>Reference SKU: Sticker-Academia-0009</small></p>",4pc Sticker Set Gothic Academia Cathedral Fragment Vinyl Decals Laptop Bottle,"4pc Sticker Set Gothic Academia Cathedral Fragment Vinyl Decals Laptop Bottle

A 4-piece 6x6 kiss-cut vinyl sticker set made for laptops, journals, planners, water bottles, scrapbooks, study corners, and small gift bundles.

Design style: Dark Academia relic art with a premium illustrated look, made for buyers who want a more atmospheric sticker set than generic decals.

What you receive: one physical 4-piece sticker set. The main product image shows the actual set layout customers receive. Additional gallery images are close-up/detail previews of the artwork and are not extra products or separate variations.

Production note: this item is produced on demand by a professional print partner and ships as a finished physical sticker product.

Original listing note: <h2>Gothic Cathedral Fragment | Kiss-Cut Sticker</h2><p>Give your study space a scholarly, moody accent with this Gothic Cathedral Fragment kiss-cut sticker. The artwork is built around a focused visual DNA profile, so each piece feels like part of a coherent small-batch collection.</p><p>Use it for laptops, notebooks, reading corners, desk setups, gallery shelves, and gift bundles. The composition favors readable detail, strong mood, and giftable niche appeal without generic mass-market styling",LOCAL_TITLE_DESCRIPTION_UPDATED
2026-05-05 18:22:20 ,Sticker-Academia-0010,A_TITLE_INTENT_REWRITE,Vintage Academia Compass Rose Talisman 4pc 6x6 Sticker Sheet Literary Cozy Gift,"<h2>Compass Rose Talisman - Kiss-Cut Sticker</h2><p>A polished Academia aesthetic piece for writers, learners, library lovers, and collectors of moody scholarly decor. Built for readers and collectors, this Compass Rose Talisman kiss-cut sticker blends literary atmosphere with vintage study-room style.</p><p>The design works well across journal spreads, library shelves, dorm rooms, studio desks, and cozy personal collections, while the title, material notes, and DNA profile stay specific for easy comparison.</p><ul><li><strong>Includes:</strong> One 6x6 kiss-cut sheet with 4 individual sticker designs.</li><li><strong>Material:</strong> Durable kiss-cut vinyl sticker sheet with waterproof finish.</li><li><strong>Size:</strong> 6x6 kiss-cut sheet with four coordinated designs.</li><li><strong>Style:</strong> Academia Mentor-Grade; Academia aesthetic.</li><li><strong>DNA Profile:</strong> An ornate compass rose medallion made of Corroded Iron with directional points, cracked glass center dome, Kintsugi gold cardinal markers, toxic jade bioluminescent needle and inner mechanisms visible, dark academia aesthetic, dramatic side lighting with green glowing core, , , , , , person, text, watermark</li><li><strong>Best For:</strong> writers, learners, library lovers, and collectors of moody scholarly decor.</li></ul><p><strong>SEO Keywords:</strong> compass rose, navigation talisman, corroded iron medallion, kintsugi repairs, toxic jade needle, dark academia navigation, bioluminescent compass, vintage cartography, directional artifact, mentor-grade design</p><p><strong>Image Note:</strong> The main image shows the actual product customers receive. Additional images are bonus concept/detail reference images and do not represent extra products or selectable variations.</p><p>Saved under the reference SKU below for easy collector matching.</p><p><small>Reference SKU: Sticker-Academia-0010</small></p>",4pc Kiss-Cut Sticker Set Compass Rose Talisman Laptop Journal Bottle Dark,"4pc Kiss-Cut Sticker Set Compass Rose Talisman Laptop Journal Bottle Dark

A 4-piece 6x6 kiss-cut vinyl sticker set made for laptops, journals, planners, water bottles, scrapbooks, study corners, and small gift bundles.

Design style: Dark Academia relic art with a premium illustrated look, made for buyers who want a more atmospheric sticker set than generic decals.

What you receive: one physical 4-piece sticker set. The main product image shows the actual set layout customers receive. Additional gallery images are close-up/detail previews of the artwork and are not extra products or separate variations.

Production note: this item is produced on demand by a professional print partner and ships as a finished physical sticker product.

Original listing note: <h2>Compass Rose Talisman - Kiss-Cut Sticker</h2><p>A polished Academia aesthetic piece for writers, learners, library lovers, and collectors of moody scholarly decor. Built for readers and collectors, this Compass Rose Talisman kiss-cut sticker blends literary atmosphere with vintage study-room style.</p><p>The design works well across journal spreads, library shelves, dorm rooms, studio desks, and cozy personal collections, while the title, material notes, and DNA profile stay specific for eas",LOCAL_TITLE_DESCRIPTION_UPDATED
2026-05-05 18:22:20 ,Sticker-Academia-0011,A_TITLE_INTENT_REWRITE,Apothecary Poison Vial Vintage Academia 4pc 6x6 Kiss-Cut Vinyl Desk Collector,"<h2>Apothecary Poison Vial - Kiss-Cut Sticker</h2><p>A polished Academia aesthetic piece for writers, learners, library lovers, and collectors of moody scholarly decor. Built for readers and collectors, this Apothecary Poison Vial kiss-cut sticker blends literary atmosphere with vintage study-room style.</p><p>The design works well across journal spreads, library shelves, dorm rooms, studio desks, and cozy personal collections, while the title, material notes, and DNA profile stay specific for easy comparison.</p><ul><li><strong>Includes:</strong> One 6x6 kiss-cut sheet with 4 individual sticker designs.</li><li><strong>Material:</strong> Durable kiss-cut vinyl sticker sheet with waterproof finish.</li><li><strong>Size:</strong> 6x6 kiss-cut sheet with four coordinated designs.</li><li><strong>Style:</strong> Academia Mentor-Grade; Academia aesthetic.</li><li><strong>DNA Profile:</strong> An elegant poison vial with stopper made of Corroded Iron cage holder, cracked glass bottle, Kintsugi gold label plate, toxic jade bioluminescent liquid contents glowing inside, dark academia aesthetic, dramatic side lighting with internal green luminescence, , , , , , person, text, watermark</li><li><strong>Best For:</strong> writers, learners, library lovers, and collectors of moody scholarly decor.</li></ul><p><strong>SEO Keywords:</strong> apothecary vial, poison bottle, corroded iron cage, kintsugi glass repair, toxic jade liquid, dark academia pharmacy, bioluminescent potion, vintage medicine, alchemical vial, collectible sticker</p><p><strong>Image Note:</strong> The main image shows the actual product customers receive. Additional images are bonus concept/detail reference images and do not represent extra products or selectable variations.</p><p>Saved under the reference SKU below for easy collector matching.</p><p><small>Reference SKU: Sticker-Academia-0011</small></p>",4pc Vinyl Sticker Set Apothecary Poison Vial Laptop Bottle Journal Dark,"4pc Vinyl Sticker Set Apothecary Poison Vial Laptop Bottle Journal Dark

A 4-piece 6x6 kiss-cut vinyl sticker set made for laptops, journals, planners, water bottles, scrapbooks, study corners, and small gift bundles.

Design style: Dark Academia relic art with a premium illustrated look, made for buyers who want a more atmospheric sticker set than generic decals.

What you receive: one physical 4-piece sticker set. The main product image shows the actual set layout customers receive. Additional gallery images are close-up/detail previews of the artwork and are not extra products or separate variations.

Production note: this item is produced on demand by a professional print partner and ships as a finished physical sticker product.

Original listing note: <h2>Apothecary Poison Vial - Kiss-Cut Sticker</h2><p>A polished Academia aesthetic piece for writers, learners, library lovers, and collectors of moody scholarly decor. Built for readers and collectors, this Apothecary Poison Vial kiss-cut sticker blends literary atmosphere with vintage study-room style.</p><p>The design works well across journal spreads, library shelves, dorm rooms, studio desks, and cozy personal collections, while the title, material notes, and DNA profile stay specific for e",LOCAL_TITLE_DESCRIPTION_UPDATED
2026-05-05 18:22:20 ,Sticker-Academia-0014,A_TITLE_INTENT_REWRITE,Dark Academia Microscope Observation Device 4pc 6x6 Kiss-Cut Sticker Laptop,"<h2>Microscope Observation Device Kiss-Cut Sticker</h2><p>Embrace the dark academia aesthetic with this vintage-inspired Microscope Observation Device kiss-cut sticker.</p><p>Designed for study rooms, creative workspaces, shelves, gallery walls, and collectible aesthetic decor, this sticker blends niche aesthetic appeal with collectible mentor-grade artwork.</p><ul><li><strong>Includes:</strong> One 6x6 kiss-cut sheet with 4 individual sticker designs.</li><li><strong>Material:</strong> Durable kiss-cut vinyl sticker sheet with waterproof finish.</li><li><strong>Size:</strong> 6x6 kiss-cut sheet with four coordinated designs.</li><li><strong>Style:</strong> Academia Mentor-Grade; Academia aesthetic.</li><li><strong>DNA Profile:</strong> A vintage microscope with adjustment knobs made of Corroded Iron body and stage, cracked glass lenses and specimen slide, Kintsugi gold focus ring, toxic jade bioluminescent specimen under view glowing green, dark academia aesthetic, dramatic side lighting with internal illumination, , , , , , person, text, watermark</li><li><strong>Best For:</strong> students, book lovers, writers, introverts, and dark academia collectors.</li></ul><p><strong>SEO Keywords:</strong> vintage microscope, scientific instrument, corroded iron body, kintsugi lens repair, toxic jade specimen, dark academia science, bioluminescent observation, laboratory equipment, scholarly tool, collectible sticker</p><p><strong>Image Note:</strong> The main image shows the actual product customers receive. Additional images are bonus concept/detail reference images and do not represent extra products or selectable variations.</p><p>Complete the collection with matching Alchemy pieces.</p><p><small>Reference SKU: Sticker-Academia-0014</small></p>",4pc Vinyl Sticker Set Microscope Observation Device Laptop Bottle Journal Dark,"4pc Vinyl Sticker Set Microscope Observation Device Laptop Bottle Journal Dark

A 4-piece 6x6 kiss-cut vinyl sticker set made for laptops, journals, planners, water bottles, scrapbooks, study corners, and small gift bundles.

Design style: Dark Academia relic art with a premium illustrated look, made for buyers who want a more atmospheric sticker set than generic decals.

What you receive: one physical 4-piece sticker set. The main product image shows the actual set layout customers receive. Additional gallery images are close-up/detail previews of the artwork and are not extra products or separate variations.

Production note: this item is produced on demand by a professional print partner and ships as a finished physical sticker product.

Original listing note: <h2>Microscope Observation Device Kiss-Cut Sticker</h2><p>Embrace the dark academia aesthetic with this vintage-inspired Microscope Observation Device kiss-cut sticker.</p><p>Designed for study rooms, creative workspaces, shelves, gallery walls, and collectible aesthetic decor, this sticker blends niche aesthetic appeal with collectible mentor-grade artwork.</p><ul><li><strong>Includes:</strong> One 6x6 kiss-cut sheet with 4 individual sticker designs.</li><li><strong>Material:</strong> Durable ",LOCAL_TITLE_DESCRIPTION_UPDATED
2026-05-05 18:22:20 ,Sticker-Academia-0015,A_TITLE_INTENT_REWRITE,Skeleton Key Portal Vintage Academia 4pc 6x6 Kiss-Cut Vinyl Desk Collector Gift,"<h2>Skeleton Key Portal - Kiss-Cut Sticker</h2><p>A polished Academia aesthetic piece for writers, learners, library lovers, and collectors of moody scholarly decor. Built for readers and collectors, this Skeleton Key Portal kiss-cut sticker blends literary atmosphere with vintage study-room style.</p><p>The design works well across journal spreads, library shelves, dorm rooms, studio desks, and cozy personal collections, while the title, material notes, and DNA profile stay specific for easy comparison.</p><ul><li><strong>Includes:</strong> One 6x6 kiss-cut sheet with 4 individual sticker designs.</li><li><strong>Material:</strong> Durable kiss-cut vinyl sticker sheet with waterproof finish.</li><li><strong>Size:</strong> 6x6 kiss-cut sheet with four coordinated designs.</li><li><strong>Style:</strong> Academia Mentor-Grade; Academia aesthetic.</li><li><strong>DNA Profile:</strong> An elaborate skeleton key with ornate bow made of Corroded Iron shaft and teeth, cracked glass decorative window in handle, Kintsugi gold filigree details, toxic jade bioluminescent core glowing through key body, dark academia aesthetic, dramatic side lighting with green mystical radiance, , , , , , person, text, watermark</li><li><strong>Best For:</strong> writers, learners, library lovers, and collectors of moody scholarly decor.</li></ul><p><strong>SEO Keywords:</strong> skeleton key, ornate key, corroded iron shaft, kintsugi glass window, toxic jade core, dark academia mystery, bioluminescent key, antique lock tool, mystical portal, mentor-grade design</p><p><strong>Image Note:</strong> The main image shows the actual product customers receive. Additional images are bonus concept/detail reference images and do not represent extra products or selectable variations.</p><p>Saved under the reference SKU below for easy collector matching.</p><p><small>Reference SKU: Sticker-Academia-0015</small></p>",4pc Sticker Set Skeleton Key Portal Vinyl Decals Laptop Bottle Dark Academia,"4pc Sticker Set Skeleton Key Portal Vinyl Decals Laptop Bottle Dark Academia

A 4-piece 6x6 kiss-cut vinyl sticker set made for laptops, journals, planners, water bottles, scrapbooks, study corners, and small gift bundles.

Design style: Dark Academia relic art with a premium illustrated look, made for buyers who want a more atmospheric sticker set than generic decals.

What you receive: one physical 4-piece sticker set. The main product image shows the actual set layout customers receive. Additional gallery images are close-up/detail previews of the artwork and are not extra products or separate variations.

Production note: this item is produced on demand by a professional print partner and ships as a finished physical sticker product.

Original listing note: <h2>Skeleton Key Portal - Kiss-Cut Sticker</h2><p>A polished Academia aesthetic piece for writers, learners, library lovers, and collectors of moody scholarly decor. Built for readers and collectors, this Skeleton Key Portal kiss-cut sticker blends literary atmosphere with vintage study-room style.</p><p>The design works well across journal spreads, library shelves, dorm rooms, studio desks, and cozy personal collections, while the title, material notes, and DNA profile stay specific for easy co",LOCAL_TITLE_DESCRIPTION_UPDATED
